MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		activin receptor complex			IBA	PTN001147434 	J:265628 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		activin receptor complex			ISO	P36896 	J:164563 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		integral component of plasma membrane			ISO	P36896 	J:164563 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		integral component of plasma membrane			TAS		J:46637 	
MGI:1338944	Acvr1b	activin A receptor, type 1B	15		plasma membrane			IBA	PTN002758232 	J:265628 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		activin receptor complex			IBA	PTN001147434 	J:265628 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		activin receptor complex			ISO	RGD:621789 	J:155856 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		activin receptor complex			ISO	Q8NER5 	J:164563 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		plasma membrane			IBA	PTN002758232 	J:265628 	
MGI:2661081	Acvr1c	activin A receptor, type IC	2		plasma membrane			ISO	RGD:621789 	J:155856 	
MGI:102806	Acvr2a	activin receptor IIA	2		activin receptor complex			IBA	PTN001147373 	J:265628 	
MGI:102806	Acvr2a	activin receptor IIA	2		inhibin-betaglycan-ActRII complex			ISO	P27037 	J:164563 	
MGI:102806	Acvr2a	activin receptor IIA	2		plasma membrane			IBA	PTN002758232 	J:265628 	
MGI:87912	Acvr2b	activin receptor IIB	9		activin receptor complex			IBA	PTN001147373 	J:265628 	
MGI:87912	Acvr2b	activin receptor IIB	9		plasma membrane			IBA	PTN002758232 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		BMP receptor complex			IBA	PTN000583833 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		integral component of plasma membrane			ISO	P37023 	J:164563 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		plasma membrane			IBA	PTN002758232 	J:265628 	
MGI:1338946	Acvrl1	activin A receptor, type II-like 1	15		plasma membrane			ISO	P37023 	J:164563 	
MGI:1918920	Acy3	aspartoacylase (aminoacylase) 3	19		apical plasma membrane			IDA		J:91395 	
MGI:1918920	Acy3	aspartoacylase (aminoacylase) 3	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:87916	Ada	adenosine deaminase	2		external side of plasma membrane			IBA	PTN000150939 	J:265628 	
MGI:87916	Ada	adenosine deaminase	2		external side of plasma membrane			ISO	P00813 	J:164563 	
MGI:87916	Ada	adenosine deaminase	2		plasma membrane			ISO	P00813 	J:164563 	
MGI:2429504	Adam1a	a disintegrin and metallopeptidase domain 1a	5		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2429506	Adam1b	a disintegrin and metallopeptidase domain 1b	5		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:102518	Adam3	a disintegrin and metallopeptidase domain 3 (cyritestin)	8		plasma membrane			IDA		J:243404 	
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	12		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	12		external side of plasma membrane			IDA		J:149644 	
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	12		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	12		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:104731	Adam4	a disintegrin and metallopeptidase domain 4	12		sperm head plasma membrane			IDA		J:149644 	
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	12		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	12		external side of plasma membrane			IDA		J:149644 	
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	12		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	12		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2676316	Adam6a	a disintegrin and metallopeptidase domain 6A	12		sperm head plasma membrane			IDA		J:149644 	
MGI:2444636	Adam6b	a disintegrin and metallopeptidase domain 6B	12		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2444636	Adam6b	a disintegrin and metallopeptidase domain 6B	12		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2444636	Adam6b	a disintegrin and metallopeptidase domain 6B	12		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:107247	Adam7	a disintegrin and metallopeptidase domain 7	14		plasma membrane			IBA	PTN002628616 	J:265628 	
MGI:107247	Adam7	a disintegrin and metallopeptidase domain 7	14		plasma membrane			IDA		J:98286 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		alpha9-beta1 integrin-ADAM8 complex			IDA		J:128102 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7	colocalizes_with	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex			IBA	PTN002628675 	J:265628 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7	colocalizes_with	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex			ISO	P78325 	J:164563 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		integral component of plasma membrane			ISO	P78325 	J:164563 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		plasma membrane			IDA		J:80712 	
MGI:107825	Adam8	a disintegrin and metallopeptidase domain 8	7		plasma membrane			ISO	P78325 	J:164563 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		basolateral plasma membrane			ISO	RGD:621473 	J:155856 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		intrinsic component of external side of plasma membrane			IDA		J:143698 	
MGI:105376	Adam9	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	8		plasma membrane	is a part of islets of Langerhans		IDA		J:97065 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		plasma membrane			IBA	PTN005236519 	J:265628 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		plasma membrane			IDA		J:276403 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		plasma membrane			ISO	O14672 	J:164563 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		postsynaptic membrane			ISO	RGD:2032 	J:155856 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		synaptic membrane			IBA	PTN002905060 	J:265628 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		synaptic membrane			IDA		J:201438 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		synaptic membrane			ISO	O14672 	J:164563 	
MGI:109548	Adam10	a disintegrin and metallopeptidase domain 10	9		tetraspanin-enriched microdomain			ISO	O14672 	J:164563 	
MGI:105378	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)	7		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:105378	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)	7		plasma membrane			ISO	O43184 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		apical plasma membrane			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		integral component of plasma membrane			ISO	P78536 	J:164563 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		plasma membrane			IBA	PTN005236519 	J:265628 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12		plasma membrane			ISO	RGD:620404 	J:155856 	
MGI:1096335	Adam17	a disintegrin and metallopeptidase domain 17	12	colocalizes_with	ruffle membrane			ISO	P78536 	J:164563 	
MGI:105377	Adam19	a disintegrin and metallopeptidase domain 19 (meltrin beta)	11	NOT	external side of plasma membrane	is a part of fibroblast		IDA		J:109116 	
MGI:2152342	Adam20	a disintegrin and metallopeptidase domain 20	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2152342	Adam20	a disintegrin and metallopeptidase domain 20	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2152342	Adam20	a disintegrin and metallopeptidase domain 20	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:1861229	Adam21	a disintegrin and metallopeptidase domain 21	12		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:1861229	Adam21	a disintegrin and metallopeptidase domain 21	12		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:1861229	Adam21	a disintegrin and metallopeptidase domain 21	12		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane			IBA	PTN002628599 	J:265628 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of brain		IDA		J:112818 J:157578 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of hippocampal formation		IDA		J:112818 J:157578 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of brain		IMP		J:112818 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of hippocampal formation		IMP		J:112818 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of brain		IPI		J:112818 J:157578 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		integral component of postsynaptic density membrane	is a part of glutamatergic synapse,is a part of hippocampal formation		IPI		J:112818 J:157578 	
MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	5		plasma membrane			ISO	Q9P0K1 	J:164563 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		integral component of presynaptic membrane			IBA	PTN002628591 	J:265628 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		integral component of presynaptic membrane	is a part of glutamatergic synapse,is a part of brain		IDA		J:157578 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		integral component of presynaptic membrane	is a part of glutamatergic synapse,is a part of hippocampal formation		IDA		J:157578 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		integral component of presynaptic membrane	is a part of glutamatergic synapse,is a part of brain		IPI		J:157578 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		integral component of presynaptic membrane	is a part of glutamatergic synapse,is a part of hippocampal formation		IPI		J:157578 	
MGI:1345162	Adam23	a disintegrin and metallopeptidase domain 23	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		external side of plasma membrane			IDA		J:149644 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105984	Adam24	a disintegrin and metallopeptidase domain 24 (testase 1)	8		sperm head plasma membrane			IDA		J:149644 	
MGI:1345157	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:1345157	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:1345157	Adam25	a disintegrin and metallopeptidase domain 25 (testase 2)	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		external side of plasma membrane			IDA		J:149644 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105985	Adam26a	a disintegrin and metallopeptidase domain 26A (testase 3)	8		sperm head plasma membrane			IDA		J:149644 	
MGI:3588304	Adam26b	a disintegrin and metallopeptidase domain 26B	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:3588304	Adam26b	a disintegrin and metallopeptidase domain 26B	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:3588304	Adam26b	a disintegrin and metallopeptidase domain 26B	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	14		plasma membrane			IBA	PTN002628616 	J:265628 	
MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	14		plasma membrane			IDA		J:98286 	
MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	14		plasma membrane			ISO	Q9UKQ2 	J:164563 	
MGI:2676326	Adam29	a disintegrin and metallopeptidase domain 29	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2676326	Adam29	a disintegrin and metallopeptidase domain 29	8		external side of plasma membrane			IDA		J:149644 	
MGI:2676326	Adam29	a disintegrin and metallopeptidase domain 29	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2676326	Adam29	a disintegrin and metallopeptidase domain 29	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2676326	Adam29	a disintegrin and metallopeptidase domain 29	8		sperm head plasma membrane			IDA		J:149644 	
MGI:1918328	Adam30	a disintegrin and metallopeptidase domain 30	3		external side of plasma membrane			IDA		J:149644 	
MGI:1918328	Adam30	a disintegrin and metallopeptidase domain 30	3		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:1918328	Adam30	a disintegrin and metallopeptidase domain 30	3		sperm head plasma membrane			IDA		J:149644 	
MGI:2181992	Adam34	a disintegrin and metallopeptidase domain 34	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2181992	Adam34	a disintegrin and metallopeptidase domain 34	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:2181992	Adam34	a disintegrin and metallopeptidase domain 34	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:3647273	Adam34l	a disintegrin and metallopeptidase domain 34 like	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:3647273	Adam34l	a disintegrin and metallopeptidase domain 34 like	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:3647273	Adam34l	a disintegrin and metallopeptidase domain 34 like	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:3045694	Adam39	a disintegrin and metallopeptidase domain 39	8		external side of plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:3045694	Adam39	a disintegrin and metallopeptidase domain 39	8		plasma membrane			IBA	PTN002628683 	J:265628 	
MGI:3045694	Adam39	a disintegrin and metallopeptidase domain 39	8		sperm head plasma membrane			IBA	PTN000224928 	J:265628 	
MGI:2442201	Adap1	ArfGAP with dual PH domains 1	5		plasma membrane			IBA	PTN000572598 	J:265628 	
MGI:2442201	Adap1	ArfGAP with dual PH domains 1	5		plasma membrane			ISO	O75689 	J:164563 	
MGI:2663075	Adap2	ArfGAP with dual PH domains 2	11		plasma membrane			IBA	PTN000572598 	J:265628 	
MGI:2663075	Adap2	ArfGAP with dual PH domains 2	11		plasma membrane			ISO	Q9NPF8 	J:73065 	
MGI:99677	Adcy1	adenylate cyclase 1	11		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:99677	Adcy1	adenylate cyclase 1	11		integral component of postsynaptic density membrane	is a part of forebrain		IDA		J:122007 	
MGI:99677	Adcy1	adenylate cyclase 1	11		integral component of postsynaptic density membrane	is a part of forebrain		IEP		J:122007 	
MGI:99677	Adcy1	adenylate cyclase 1	11		plasma membrane			ISO	Q08828 	J:164563 	
MGI:99677	Adcy1	adenylate cyclase 1	11		plasma membrane			TAS		J:48517 	
MGI:99676	Adcy2	adenylate cyclase 2	13		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:99676	Adcy2	adenylate cyclase 2	13		integral component of plasma membrane			ISO	RGD:619965 	J:155856 	
MGI:99676	Adcy2	adenylate cyclase 2	13		plasma membrane			IDA		J:183218 	
MGI:99676	Adcy2	adenylate cyclase 2	13		plasma membrane			ISO	RGD:619965 	J:155856 	
MGI:99676	Adcy2	adenylate cyclase 2	13		plasma membrane			ISO	Q08462 	J:164563 	
MGI:99676	Adcy2	adenylate cyclase 2	13		plasma membrane			TAS		J:22804 	
MGI:99675	Adcy3	adenylate cyclase 3	12		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:99675	Adcy3	adenylate cyclase 3	12		plasma membrane			ISO	RGD:71009 	J:155856 	
MGI:99675	Adcy3	adenylate cyclase 3	12		plasma membrane			ISO	O60266 	J:164563 	
MGI:99675	Adcy3	adenylate cyclase 3	12		plasma membrane			TAS		J:22804 	
MGI:99674	Adcy4	adenylate cyclase 4	14		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:99674	Adcy4	adenylate cyclase 4	14		plasma membrane			TAS		J:22804 	
MGI:99673	Adcy5	adenylate cyclase 5	16		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:99673	Adcy5	adenylate cyclase 5	16		plasma membrane	is a part of corpus striatum		IDA		J:83301 	
MGI:99673	Adcy5	adenylate cyclase 5	16		plasma membrane			IDA		J:183218 	
MGI:99673	Adcy5	adenylate cyclase 5	16		plasma membrane			ISO	RGD:71014 	J:155856 	
MGI:99673	Adcy5	adenylate cyclase 5	16		plasma membrane			TAS		J:22804 	
MGI:99673	Adcy5	adenylate cyclase 5	16	colocalizes_with	sarcolemma			ISO	RGD:71014 	J:155856 	
MGI:87917	Adcy6	adenylate cyclase 6	15		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:87917	Adcy6	adenylate cyclase 6	15		intrinsic component of plasma membrane			IDA		J:161317 	
MGI:87917	Adcy6	adenylate cyclase 6	15		microvillus membrane			ISO	RGD:2035 	J:155856 	
MGI:87917	Adcy6	adenylate cyclase 6	15		plasma membrane			ISO	RGD:2035 	J:155856 	
MGI:87917	Adcy6	adenylate cyclase 6	15	colocalizes_with	sarcolemma			ISO	RGD:2035 	J:155856 	
MGI:102891	Adcy7	adenylate cyclase 7	8		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:102891	Adcy7	adenylate cyclase 7	8		plasma membrane			TAS		J:21500 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		apical plasma membrane			IDA		J:86425 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		basolateral plasma membrane			IDA		J:86425 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		caveola			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		clathrin-coated pit			ISO	RGD:2036 	J:155856 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		integral component of plasma membrane			IBA	PTN002899368 	J:265628 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		integral component of presynaptic membrane	is a part of forebrain		IDA		J:122007 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		integral component of presynaptic membrane	is a part of forebrain		IEP		J:122007 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		neuronal cell body membrane			IDA		J:86425 	
MGI:1341110	Adcy8	adenylate cyclase 8	15		neuronal cell body membrane			ISO	RGD:2036 	J:155856 	
